연도,부처명,담당부서명,세부사업명,사업내용,훈련기관,훈련대상
2018,국방부,전직지원정책과,"취업활동 지원_군 특성화 맞춤형 교육/1··국방자격과정/2, 단체과정","*국방부와 국가보훈처 위탁교육과정 중복 문제 해결 위해 선택 집중화 추진, 국방부와 국가보훈처 운영과정 협희('17·11·27) → '17년 연계과정, 주문식교육은 '18년 군 특성화 맞춤형 교육으롱 통합되었음/· 군특성화 맞춤형교육/: 군 관련 취업이 우수하고 군 경력을 활용 가능한 과정 선정 운영/1· 국방 자격화 과정 : 군 간부의 직무능력과 특성을 고려하여 경쟁력 있는 자격과정 개발 및 맞춤식 교육으로 전역예정간부의 안정적 취업에 기여/: 군 간부의 직무능력과 특성을 고려해 경쟁력 있는 자격과정 개발 및 맞춤식 교육 실시/①군성폭력 예방강사/②주니어사관지도사/③재난안전관리사/④방위사업관리사/2· 단체과정/: 취업 연계/수요가 많은 군 관련 과정 개서을 통해 전역예정자의 취업역량을 강화/①비상대비업무담당자/②예비군지휘관/③소방공무원 공채/특채과정/④군무원 공채/특채과정","1· 국방 자격 과정 :/국방전직교육원(성남),/ 한국양성평등교육진흥원(서울)/2· 단체교육 과정 :/8개 위탁교육기관 지원",기본교육을 수료한 5년 이상/ 중·장기 복무 전역 예정자
2018,국토교통부,항공안전정책과,항공전문인력양성_항공조종인력양성,"· 안정적 조종인력 수급을 통한 글로벌 항공산업 경쟁력 및 항공안전을 강화   하기 위해 비행역량을 갖춘 사업용 조종사 양성/· 양성인력의 취업역량 강화를 위해 항공사 맞춤형 교육 제공/(한국항공대학교) /·항공조종사양성과정 :  민항공 조종사 자원양성을 위한 특화된 사업용 조종사 자격증명 취득과정,비행경력이 없는 신규와 경력으로 구분하여 진행 됨/Airline Pilot 양성과정 : 민항공 조종사가 되기 위한 기본 자격증명인 자가용/사업용 조종사 자격","한국항공대학교 울진비행훈련원(울진), /한국항공직업전문학교 울진비행훈련원(울진)","· 신규과정 : 학력 무관, 군필 또는 면제자/토익 일정 기준 이상 취득자, 신체검사 1종/· 경력자 과정 : 자가용조종사 면장 소지자"
2018,농림축산식품부,경영인력과,"1· 공모교육 /①귀농귀촌 공모교육(4개 분야, 8개 과정)/· 청년창업농과정(탐색/준비)/· 전직창업농과정(탐색/준비)/· 은퇴창업농과정(탐색/준비)/· 귀촌과정(탐색/준비)/②청년귀농 장기교육(신규)/·청년 귀농 장기교육/·귀농닥터/2· 귀농귀촌자체교육/①귀농귀촌아카데미/·기본공통(기초)/·기본공통 청년/·기본공통 여성/②소그룹강의","1· 귀농귀촌 교육 : 귀농귀촌에 필요한 수요자 맞춤형 교육 제공/①귀농귀촌 공모교육(4개 분야, 8개 과정 : 각 분야별로 창업의 기초지식을 교육하는 탐색과정과 실제 귀농을 준비하는 준비과정으로 구분/· 청년창업농과정(탐색/준비) : 청년층을 대상으로 귀농에 의한 창업농으로 자립할 수 있는 교육과정/· 전직창업농과정(탐색/준비) : 중년층을 대상으로 이전 직업의 경험을 바탕으로 귀농에 의한 창업농으로 자립할 수 있는 교육과정/· 은퇴창업농과정(탐색/준비) : 은퇴 후 농촌생활을 하며 영리 목적의 영농을 하는 경우로, 건강상의 이유로 중소 규모 위주의 창업농 육성 /· 귀촌과정(탐색/준비) : 영리 목적의 영농을 수행하지 않으며, 농촌에서의 삶에 가치를 두고 농촌지역 거주를 희망하는 귀촌 정착지원 교육/②귀농귀촌 자체교육 : 귀농귀촌 희망도시민 및 은퇴예정자의 안정적인 농촌지역 정착에 필요한 귀농귀촌 이론, 실무 교육 프로그램 구성 및 무료교육을 제공하여 체계적인 귀농귀촌실행준비 지원/·귀농귀촌아카데미 : 농업, 농촌의 이해, 농촌생활, 주민과의 갈등 관리 등 귀농귀촌 마인드 중심의 기초 소양 교육·기본공통(기초)교육,기본공통 청년교육,기본공통 여성 교육 /·소그룹강의 : 도시민의 귀농귀촌 궁금증 해소를 위한 귀농선배 및 분야별 전문가와의 소통의 장 마련/2·청년귀농 장기교육/·청년 귀농 장기교육 : 현장 실습형 장기교육 지원으로 청년 귀농 확대 기여/·귀농닥터: ‘귀농닥터’(멘토)가 ‘신청자’(멘티)에게 농촌 정착에 필요한 현업 중심의 내용으로 상담 및 컨설팅 지도",1·①귀농귀촌 공모교육 : 34개 기관 지원/1·② 청년귀촌 장기교육 : 8개 기관 지원/ 2·① 귀농귀촌 아카데미 :/귀농귀촌 종합센터 내 교육장(서울)/2·② 소그룹 강의 :/귀농귀촌 종합센터 내 교육장(서울),"1·①귀농귀촌 공모교육 :/귀농 귀촌 창업 희망자로 각 과정별 상이/(연령별로 4개의 과정 구분)/1·② 청년귀농 장기교육 :/귀농을 희망하거나 정착 1년 미만인/ 40세 미만 청년(농업경영체 등록자 제외)/2·① 귀농귀촌아카데미 :/귀농귀촌 교육이 이력이 없는 자로 /기초소양 교육에 관심을 가지는 자/2·② 소그룹 강의 : /귀농 귀촌 궁금증을 해소하고자 하는/예비 귀농, 귀촌자"
2018,농림축산식품부,경영인력과,1· 전문농업경영체육성교육지원/ ① 현장실습교육(WPL 지원/ ② 첨단기술공동실습장/ ③ 농업경영인능력향상교육/ ④ 첨단품목특화과정/ ⑤농업마이스터대학/2· 농촌현장적응교육지원/ ① 결혼이민여성농업인교육,"농업인, 농고·농대생 등에 대한 교육훈련에 소요되는 경비 및 농업교육 프로그램 개발 지원/· 전문농업경영체육성교육지원, 농촌현장적응교육지원 등 농업인 교육지원/*농업마이스터대학의 경우 17년 모집~2년 교육과정이므로 17년 사업과 내용 동일","1·① 현장실습교육(WPL 지원) : 126개소 지원/ 1·② 첨단기술공동실습장 : 7개소 지원/ 1·③ 농업경영인능력향상교육 : 과정별 상이/ 1·④ 첨단품목특화과정 : 4개 기관 지원/ 1·⑤농업마이스터대학 :/각 권역별로 대학본부 및 캠퍼스 선발/(경기, 강원, 충북, 충남, 전북, 전남, /경북, 경남, 제주 9개 권역으로 운영)/2·① 결혼이민여성농업인교육:/ (관리) 농협시도지역본부 및  각 지역농협/(훈련진행) 각 지역별 지방자치단체, /농업기술센터, 다문화 관련기관 및 단체 등","1·①~④:농고·농대생, 농업인, 귀농인 등/ 1·⑤농업마이스터대학 :/해당 전공 품목 관련 4년 이상 경력자 및 13년 이상 농업에 종사한 농업기술인/*특별 요건을 충족하는 자는 별도 /전형 통해 선발/2·① 결혼이민여성농업인교육:/농촌 결혼 이민여성으로 /각 교육과정별 상이"
2018,농림축산식품부,국립농산물품질관리원/(인증관리팀),1· 김치교육훈련 및 전문인력양성기관 교육지원_김치전문인력양성기관 교육지원 사업/2· 술 교육훈련 지원 및 전문인력 양성기관 교육 지원_우리술 전문인력 양성기관 교육지원 사업,"1· 김치교육훈련 및 전문인력 양성: 김치 생산·유통 현장에 필요한 제조기술, 경영, 생산관리, 상품관리, 마케팅 교육을 통한 전문인력을 양성하여 김치산업의  활성화 유도/ · 김치 생산·가공·제조·조리 관련 강사양성 과정으로 김치제조사 1급, 김치지도강사 2급 자격 동시 취득과정 운영하여 전문인력 양성/2· 술 교육훈련지원 및 전문인력 양성: 전통주 산업 발전에 기여할 전문가 양성을 위한 교육비 지원으로 산업인력의 전문성 및 품질관리 수준 제고/ · 전통주 등 산업 활성화를 위하여 양조기술이나 경영능력, 위생 및 안전관리, 판매 애로 등으로 고품질 주류생산 및 마케팅이 취약한 현실에서 소비자의 요구에 부응하는 맛·향을 고려한 고품질 우리술 제조기술을 습득","1· 김치전문인력양성기관 교육지원:/전통우리음식진흥회(구례)/2· 술 전문인력양성기관 교육 지원:/한국식품연구원(완주),  대경대(경산)/서울벤처대학원대학(강남), 신라대(부산)",1· 김치전문인력양성기관 교육지원:/김치 관련 종사자 및 창업예정자/식품 전공 졸업(예정) 자 등/2· 술 전문인력양성기관 교육 지원:/전통주 관련 종사자 및 창업예정자 등
2018,농림축산식품부,농업기반과,농업인교육훈련_농업마이스터대학,"(17년 기준과 동일)/*농업마이스터대학은 2년제로 '17년 선발된 5기 훈련인원들이 '18년 훈련 계속 진행/('18·11월 종료)/*농업마이스터대학 6기는 '18년 9~10월에 모집시작 예정 /농업인 수준별 맞춤형, 현장실습중심의 전문교육을 통해 신지식·기술·경영능력을 갖춘 전문농업경영체를 육성/· 제주농업마이스터대학을 통해 전문농업경영인 육성을 위한 교육훈련에 소요되는 경비 및 농업교육 프로그램 개발 지원/전공별로 2년 4학기(32학점, 480시간)의 교육과정을 운영/· 국외현장교육, 국내선진지현장학습, 교육생 농가 현장컨설팅/· 1주일 중 정해진 요일에 하루 수업","제주대학교(제주), 제주농업기술원(제주)",해당 전공 품목 관련 4년 이상 경력자 및 13년 이상 농업에 종사한 농업기술인/*특별 요건을 충족하는 자는 별도 /전형 통해 선발
2018,농림축산식품부,식량산업과,쌀선도경영체교육훈련_식량산업 핵심기술교육,"쌀 개방확대에 대응하여 생산자단체 주관의 자율적인 수급조절, 고품질 생산·유통·신기술 현장 적용 등 쌀 산업을 선도할 수 있는 경영체 교육·훈련사업 지원/· 식량산업 핵심기술습득교육(농업용드론, 소형농기계 면허취득) : 쌀농가 핵심·첨단기술 습득교육으로 쌀농가 생산효율화 기여/① 소형농기계 면허취득과정/② 농업용 드론 면허취득과정", (사)한국들녘경영체중앙연합회(전주),"쌀생산자조직 회원, 농업인경영체에 등록된 농업인, 쌀 전업농 등 "
2018,농림축산식품부,외식산업진흥과,한식조리인력양성/(한식 교육기관 지원사업),"민간 한식교육기관 지원 등을 통해 한식산업 활성화/1·지역별 교육기관 지원(강원, 충청, 경상, 전라, 기타(세종,제주))/·해당 지역 식문화 특성과 교육기관 특장점을 반영한 한식교육 프로그램 운영/2·분야별 교육기관 지원/①한식해설사 양성과정 운영/②주예사(우리술해설사) 양성과정 운영/③해외 조리대회 출전 교육","1·지역별 교육기관 지원: 4개소/계명문화대(대구), 대구보건대(대구),/ 전주대(전주), 경동대(고성)/2· 분야별 교육기관 지원 :/한국컬리너리투어리즘협회(서울)/막걸리학교(서울), / (사)한국조리사협회중앙회(서울)","1· 지역별 교육기관 지원:/한식당 경영주, 한식 강사 , 현직 셰프 등/2·  분야별 교육기관 지원 :/각 분야별 취직/창업 희망자 및 종사자"
2018,농림축산식품부,유통정책과,"농식품 유통교육훈련/1· 일반(단기)교육/① 전문경영인 양성(단기과정)/② 현장전문가 양성 /③ 직무 전문가 양성, /④ 입문교육/⑤ 맞춤교육/2· 전문(장기)교육 : 전문경영인 양성(장기과정)","농식품 유통 분야의 전문인력 양성을 통해 유통 선진화를 촉진하고, 유통구조 개선 및 농식품 물가안정 등 정부정책이 현장에서 실현될 수 있도록 유통종사자에 대한 교육 추진/·농식품 유통종사자에 대한 장기(6개월~1년), 단기(1~13)일로 나누어 교육 지원/단기교육의 경우 국고보조 100%(식비제외), 장기 교육은 국고보조 45%지원이 이루어짐/·실제 교육과정은 전문경영인 양성, 현장전문가 양성, 직무 전문가 양성, 입문교육, 맞춤교육으로 분리되어 진행됨",한국농수산식품유통공사 /농식품유통교육원(수원)/*일부 과정은 위탁기관 선발 진행(7개 대학),"농업인, 농업단체, 영농법인, 도매시장 관계자 등 농식품·생산·유통에 종사하는 자"
2018,농촌진흥청,역량개발과,1·신규농업인(귀농귀촌)정착지원/①영농기초기술교육/2· 농업전문인력양성교육(지방)/①농업기술전문교육/②농업인대학운영,"*농촌지역에 이주한 신규농업인(귀농인)이 주요작목 재배기술 등을 선도농업인(농업법인) 또는 성공한 귀농인 농가에서 현장실습교육을 받을 수 있도록 지원/ · 영농기초기술교육 : 귀농·귀촌인 중심 품목별 영농정착기술교육/*해당 지자체에 거주하는 농업인, 귀농인 등을 대상으로 전문 경영인으로 육성하기 위해 지역농업의 특화 발전에 필요한 품목별 중장기 기술교육을 실시//1· 신규농업인(귀농귀촌)교육/①영농기초교육: 체계적인 기초영농교육 지원/2·농업전문인력양성교육(지방)/①농업기술전문교육: /·전문농업기술교육: /(새해농업인실용교육)공통과정(농정시책,6차 산업등),전문과정(영농기술, 농촌자원, 농업경영)/·기초영농기술교육: /(품목별교육) 준전업농중심교육(품목별상설, 당면과제 현장교육 등), 중소농중심교육(농식품가공, 농약안전관리 등)/(소비자교육) 농심교육(초중고생, 소비자교육), 생활문화교육(정보화교육, 취미교양교육, 여성농업인교육 등)/②농업인대학운영 : /· (교육내용) 시군별 품목 중심 중장기 교육과정 운영(6~12개월)/· (교육방법) 강의+현장교육+실습+토론 등 참여식 수업/· (지원 내용) 교육과정 운영에 필요한 경비(강사비, 교재비, 실습비 등)","1·①영농기초기술교육: /전국 시군농업기술센터, 도농업기술원/2·①농업기술전문교육 : /전국 165개 시군농업기술센터, 도농업기술원/2·②농업인대학:/ 농업인대학 143개소",1·①영농기초기술교육: /농어촌으로 이주한 귀농·귀촌자들/2·①농업기술전문교육 : /각 과정별 상이/2·②농업인대학:/시군별 관내 거주 농업인
2018,농촌진흥청,지도정책과,농업전문인력양성/1· 농업인전문교육/2· 농업인대학 운영,"지역 특성에 적합한 기술보급으로 농촌 활력화 촉진 및 국가 균형 발전 도모/1· 농업인 전문교육: 새해농업인 실용교육, 핵심기술과정, 신규농업인 기초교육과정, e비즈니스 활성화 기초 교육과정, 현장교육, 농촌자원활용교육등 농업기술원을 비롯하여 4개의 기술센터에서 실시하여 농업인의 전문성을 강화/2· 농업인대학 운영 : 제주농업기술원에서 위탁교육을 실시해 체계적인 교육을 통해 전문 농업인을 육성","1· 농업인 전문 교육 : /제주 농업기술원, 4개 제주농업기술센터/2· 농업인대학교 :/제주대, 제주농업어인회관, 관광대","1· 농업인 전문교육 : 희망농업인 ,도시민/2· 농업인 대학 : 제주도민"
2018,문화체육관광부,관광정책과,1·호텔아카데미 육성 지원/2·관광통역안내사 교육 및 카지노 아카데미/①관광통역안내사교육/②카지노아카데미,"1·호텔아카데미 육성 지원/우수 호텔 아카데미 육성 사업(동일한지 확인)/· 국내 호텔서비스 산업 경쟁력 강화를 위해 호텔 업계가 요구하는 인재 양성을 위한 우수 호텔아카데미 기관 육성/2·관광통역안내사 교육 및 카지노 아카데미/①관광통역안내사교육/· 관광통역안내사 프리미엄 교육(올림픽 관광유산, 세계유산, 고부가 관광)/· 관광통역안내사 테마아카데미(한국사1,한국사2,고궁, 세계유산, 전통문화, 전통예술과 박물관, 서울 도보투어, 음식관광, 의료/웰니스 관광, 무슬림 관광)/· 지역 전문 관광통역안내사 양성과정(경상권, 충청권, 제주도, 강원권, 전라권)/②카지노아카데미/","1· 호텔아카데미 육성지원 :/계원예술대(의왕), 대림대(안양), 경민대(서울)국제호텔직업전문학교(서울)/2·① 관광통역안내사 교육 : /한국관광공사 관광인력개발원(원주)/2·② 카지노아카데미 :/한국 카지노업 관광협회(서울)",1· 호텔아카데미 육성지원 :/고등학교 이상 졸업자로 호텔 취업희망자 /2·① 관광통역안내사 교육 : /과정 별 상이 
2018,문화체육관광부,국제관광서비스과,MICE 산학연계 일자리 창출 업계 지원/1· 한국MICE아카데미/2· MICE업계 신입사원 OJT 교육/3· MICE 중견관리자 양성과정,"한국MICE아카데미(취업희망자 등), 신입사원 및 중견관리자 양성과정 운영, 업계 실무자 해외파견 연수 지원 등/1· 한국MICE아카데미/2· MICE업계 신입사원 OJT 교육/3· MICE 중견관리자 양성과정",한국MICE아카데미(서울),"1· 한국MICE아카데미 :/비재직자, MICE 업계 신규 입문자/2· MICE 업계 신입사원 OJT교육: /MICE업계 1년차 미만 신입사원/3· MICE 중견관리자 양성과정:/MICE 관련 업계 경력 5년 이상의 실무자"
2018,문화체육관광부,대중문화산업과,창조인재양성 및 만화스타트업육성_현장형만화창의인재양성,"1· 현장형만화창의인재양성 : 전문가로 구성된 그룹 멘토링을 통한 (디지털, 스토리, 컬러링) 실질적 예비 만화가 작품제작 지원 및 창작능력 개발, 각 분야별 전문가로 구성된 멘토링 통한 다각적 경험 및 노하우 공유/멘토 36명, 멘티 36명을 선발하여 총 12그룹으로 나누어 3:3 매칭 멘토링 실시/· 기성작가의 현장경험을 바탕으로 한 예비만화가 프로젝트 멘토링/· 예비만화가 사업결과물 피칭형식을 통한 우수작품 플랫폼 데뷔장치 마련/· 플랫폼 연계를 통해 우수 결과물 대상의 자사기획자 코칭 및 데뷔",한국만화영상진흥원(부천),만 19세 이상으로 플랫폼 및 /단행본 출간경험이 없는 예비 만화가
2018,문화체육관광부,문화산업정책과,문화콘텐츠인재양성_·콘텐츠 창의인재 동반사업,"콘텐츠 창의인재 동반사업 · 예비창작자 대상, 전문가(멘토)를 통한 도제식 멘토링 프로젝트 교육/전문가(멘토)·창의교육생(멘티)의 도제식 멘토링 교육, 플랫폼 기관별 릴레이 오픈특강 진행, 성과발표회를 통한 창작자 데뷔 및 프로젝트 시장진출 활성화 유도",10개 기관 지원,만 18세 이상 35세 이하로 대학 졸업자 및 비재직자이며 대한민국 국적을 보유한자
2018,문화체육관광부,미디어정책과,조사연구 및 연수교육사업_연수교육사업_전문연수,"지역 언론인의 전문성 함양과 실무능력 향상을 통해 지역 언론의 경쟁력을 높이고 저널리즘 품격제고의 지원을 목적으로 함/연수교육 : 멀티형기자 양성, 주제별 전문교육, 신문사별 맞춤형 교육 등 전문연수 실시/·수습기자 대상 기본과정/·경력기자 대상 전분과정 /·미디어경영직 대상 교육과정 /·디지털저널리즘아카데미/· 사별 연수","한국언론진흥재단 언론인교육센터 /(서울, 대전, 부산, 광주, 대구)",지역일간 및 지역주간 신문 종사자로/각 과정별 요건 상이
2018,문화체육관광부,스포츠산업과,1· 스포츠산업 기반 조성_스포츠산업 전문인력 양성_스포츠산업 전문인력 양성기관 운영지원/2· 스포츠산업 기반 조성_스포츠산업 전문인력 양성_스포츠산업융합 분야 CEO아카데미 지원,"지방 스포츠산업의 발전기반 조성 및 스포츠산업과 타산업과의 융합을 통한 스포츠산업 영역확대를 위해 스포츠산업 전문인력 양성교육 과정과 스포츠융합 최고위 교육과정 운영을 지원함/1· 스포츠산업전문인력양성기관 지원: 스포츠마케팅 전문가, 스포츠시설업 전문가 등 지역 특성에 맞는 스포츠산업 부문 교육을 통하여 지역스포츠산업 활성화 기반 조성/2· 스포츠산업융합 CEO아카데미: 스포츠산업과 타산업부문 CEO간 교류 및 융합 교육을 통하여 스포츠산업과 타산업간의 융합 아이템 개발 유도","1· 스포츠산업전문인력양성기관 지원: /호남대(광주), 동명대(부산), /순천대(순천), 백석대(천안) /2· 스포츠산업융합 CEO아카데미: /서강대(서울)",1· 스포츠산업전문인력양성기관 지원: /스포츠 산업 재직자 및 취업희망자/2· 스포츠산업융합 CEO아카데미: /스포츠 산업 및 타 사업부문 간부 및 CEO
2018,문화체육관광부,아시아문화중심도시추진단 ,문화콘텐츠 전문인력양성 및 취업지원/1· 콘텐츠테크하이어/2· 콘텐츠아카데미,"아시아문화중심도시 광주의 ICT·콘텐츠산업 인적 기반 구축 및 문화콘텐츠산업 생태계 기반 조성/1· 콘텐츠 테크하이어(고용확정형): 기업 맞춤형 인재 양성을 통한 콘텐츠산업 분야의 고용 안정 및 일자리 창출, 수요 맞춤형 교육훈련 실시, 인턴십 지원/2· 콘텐츠 아카데미: 정규화된 교육과정의 운영을 통해 지역의 콘텐츠 산업에 안정적으로 전문인력을 공급할 수 있는 인력양성 인프라 구축","1· 콘텐츠테크하이어 :/광주정보문화산업진흥원(광주)/2· 콘텐츠아카데미 :/전남대(광주), 조선대(광주), 광주대(광주)",대학 졸업(예정)자 및 일반인 구직자이며/각 과정 분야 별 취업 희망자 (공통)
2018,문화체육관광부,영상콘텐츠산업과(영화진흥위원회),1·한국영화아카데미운영/①정규과정/②장편실사영화/③장편애니메이션/2·현장영화인인력양성(현장영화인전문성강화교육)/①글로벌 영화인력 공동교육(KAFA+Global)/②지역영화제작워크숍(KAFA+Workshop)/③국내외 전문가 강연(KAFA+Collaboration)/④ 첨단영화제작 교육(KAFA+NEXD)/3·현장영화인인력양성(현장영화인직업훈련지원),"1·한국영화아카데미운영:/①정규과정,/②장편실사영화/③장편애니메이션으로 교육과정 실시·영화아카데미 신입생 선발과정을 통과한 학생을 대상으로 1년간 교육 및 실습작품 제작 지원/2·현장영화인인력양성(현장영화인전문성강화교육)/①글로벌 영화인력 공동교육(KAFA+Global), /②지역영화제작워크숍(KAFA+Workshop), /③국내외 전문가 강연(KAFA+Collaboration),/④ 첨단영화제작 교육(KAFA+NEXD) : 첨단영화제작교육 등 업계를 선도하는 프로그램 운영을 통해, 현장 영화인들의 전문성 향상을 도모하고 나아가 한국 영화산업 경쟁력 강화에 기여/3·현장영화인인력양성(현장영화인직업훈련지원): /①통합형 직무소양 재교육(KAFA+ Advanced Program),/②직군별 집중심화 재교육(KAFA+ Intensive Program) 2개의 교육으로 구분·영화현장 스태프 1편 이상 경력자를 대상으로 교육 후 연 1회 훈련지원금 지급",한국영화아카데미  KAFA+ (부산) /영화인 교육센터 (서울),1· 한국영화아카데미 : 제한 없음/(남성은 병역을 필하거나 면제자여야 함)/2·② 지역영화제작워크숍: /지역 영상위원회 및 지역 영화관리 단체/2·④ 첨단영화제작교육:/입체 실사극 영화 연출 관련 경력자 및/경력자가 포함된 영화제작팀/3·① 통합형 직무소양 재교육 :/장편영화 크레딧을 보유한 경력자 또는 /영화/영상산업 경력자로 현재 비재직자/(연기자 및 회사 경력 1년 미만 제외)/3·② 직군별 집중심화 재교육/장편영화 크레딧을 보유한 경력자 또는 /영화산업 경력자로 현재 비재직자/(회사 경력 1년 미만 제외)
2018,문화체육관광부,예술정책과,1· 전문무용수지원센터지원_직업개발지원/①직업전환개발 교육비 지원/②직업전환 교육 지원(직업전환아카데미)/③직업전환 컨설팅(신규)/2·무대예술전문교육/① 현장전문가연수/②무대예술아카데미,"1· 전문무용수지원센터지원_직업개발지원/①직업전환개발 교육비 지원 : 무용예술인이 직업을 전환 할 때 발생하는 교육비를 지원함으로써 직업전환을 위한 역량강화 및 실질적인 직업전환 기회를 제공/②직업전환 교육 지원 : 무용수 특성을 살린 직업개발을 위해 다양한 아카데미를 통해 이론 및 실전교육을 실시하고 직업전환을 하는데 필요한 지식과 정보를 마련/·실무형 창의인재프로그램, 독일통합예술교육 EMP자격증 워크숍, 무대기술인력양성과정아카데미, KINESIO TAPING 국제 공인자격증 워크숍, 무용재활전문트레이너 양성과정 아카데미, Dance for PD 강사 양성프로그램/③직업전환 컨설팅: 전문컨설턴트의 단계별 교육과 맞춤형 컨설팅을 통해 구체적인 자기분석과 커리어플랜을 구상할 수 있는 시간을 마련하여 무용예술인의 진로 지원/2·무대예술전문교육/① 현장전문가연수 : 공연현장에서 종사하는 무대예술전문인 및 관리운영 직무자를 위한 분야별 운영시스템 관리 및 직무분야의 전문성을 향상시키는 교육 프로그램/② 무대예술아카데미 : 무대, 조명, 음향, 영상 등 무대예술 분야 현장 실무자들을 위한 전문교육 과정/ 현장의 필요에 맞게 전국 5대 권역에 찾아가는 방식으로 진행하고 있으며, 전문교육 내용은 크게 2개 영역으로 나누어, 무대기술 시스템과 운영이론, 그리고 무대예술 디자인 실무 전문화로 구성/*무대예술 분야별 전문이론과정→작품 디자인 실습과정으로 단계별 집중 교육 / ※ 기본 역량 교육 (기술분야 중점 교육) → 조사연구 → 작품분석 및 디자인 실습","1·① 직업전환개발교육비 지원 :/전문무용수지원센터 심의 후 승인된 교육기관/1·② 직업전환교육 지원 :/전문무용수지원센터(서울)/1·③ 직업전환컨설팅 :/ 전문무용수지원센터(서울)/2·① 현장전문가 연수 :/창의예술인력센터(고양), 문화의전당(김해)/소리문화의전당(전주)/2·② 무대예술아카데미: /창의인력예술센터(고양)","1·① 직업전환개발교육비 지원 :/전문무용수지원센터 회원으로 /컨설팅을 받은 무용수/1·② 직업전환교육 지원 :/전문무용수 지원센터 회원 각 과정별 상이/1·③ 직업전환컨설팅 :/ 전문무용수지원센터 회원, 무용과 재학생/2·① 현장전문가 연수 :/3년 이상 현장경력자 및 관련 종사자/2·② 무대예술아카데미:/만 35세 이하 대졸자 또는 /1년 이상 현장경력자"
2018,문화체육관광부,체육정책과,선수인권 및 은퇴선수 지원_은퇴선수 지원/1· 맞춤형 직업훈련 지원/2· 은퇴선수 집합교육(취·창업 전문교육) 운영,은퇴선수에 대한 체계적인 지원체계 수립으로 사회 구성원으로서의 당당한 역할 수행을 통한 은퇴선수 삶의 질 향상/1· 맞춤형 직업훈련 지원 : 직업훈련 신청자의 취업 희망분야에 필요한 역량향상을 위해 직업훈련비 지원/ * 고용노동부 훈련과정과 중복되지 않는 과정 지원/2· 은퇴선수 집합교육 : 운동선수의 희망·유망직종 수요도에 따라 특화된 취·창업전문교육 지원,"1· 맞춤형 직업훈련 지원 : /교육청, 고용부에서 인가받은 교육기관/2· 은퇴선수 집합교육 :/대한체육회 은퇴선수 진로지원센터(서울)/ 중소기업연구원(서울)",1· 맞춤형 직업훈련 지원 : /20세 이상 미취업자로 선수경력/ 3년 이상 은퇴선수/2· 은퇴선수 집합교육 :/은퇴 운동선수 및 은퇴예정자
2018,문화체육관광부,체육정책과,체육분야 현장전문가 교육지원/1·스포츠멘탈 코치양성/2·체육인 연수,"체육분야 인재육성 사업수행을 통해 체육발전과 국제적 위상을 제고함으로써 국가발전에 기여 /1· 스포츠멘탈코치 양성: 지도자의 멘탈트레이닝 교육을 통한 지도역량 강화/2· 체육인 연수사업: 체육인들의 전문성 및 글로벌역량 강화를 통한 국가체육발전 견인/기본역량교유그 체육행정가양성, 스포츠 영상·운동역학전문과정, 스포츠 재활 전문과정, 스포츠 빅데이터 전문과정, 체육인재 교육강사 양성과정, 체육인 진로지원 순회교육 실시",국민체육진흥공단 체육인재아카데미(서울),"1· 스포츠 멘탈코치 양성 : /운동부 지도 경력자 및 재직자,/ 현역 및 은퇴선수/2· 체육인 연수 산업 : /체육 분야 관련 전공자 및 종사자"
2018,법무부,보호관찰과,직업훈련,"일정한 기술이 없어 취업에 애로가 있거나 새로운 기술을 배워 취업에 활용하고자 하는 출소자에게 희망, 적성, 경력 등을 고려하여 취업이 용이한 직종의 자격증을 취득하도록 학원 등에 위탁교육을 실시 취업에 도움을 줌으로써 안전한 사회구현에 기여/·숙식제공, 직업훈련, 취업알선, 취업지원사업, 창업지원, 주거지원, 원호지원, 멘토링 및 사후관리, 가족희망복원 프로그램,  심리상담 및 치료 프로그램, 사회성향상교육, 기타자립지원","외부 전문학원 또는 공단 직영 기술교육원 7개/(인천, 화성, 홍성, 예천, 울산, 창원, 전주)",보호관찰 등에 관한 법률 제3조에 따른 형사처분 또는 보호처분을 받은 사람으로 직업훈련을 희망하는 자
2018,법무부,소년보호과,직업능력개발훈련,"법원 소년부에서 보호처분을 받은 10세 이상 19세 미만의 소년을 수용, 규율 있는 생활속에서 교과교육, 직업능력 개발훈련, 의료·재활교육 등을 통하여 전인적인 성장·발달을 도모하고 안정적인 사회복귀를 지원/· 직업능력개발훈련과정 운영 내실화, 전문화로 현장실무형 전문인력 양성/· 산업수요와 연계한 맞춤형 교육과정 운영, 출원 후 성공적 사회정착 지원/· 심화교육과정을 기업체 맞춤형 교육과정으로 편성ㆍ운영/· 『맞춤교육 → 취업(진학) → 사후지도』원스톱 학생관리시스템 운영/· 학교실정에 적합한 산업체 현장실습 및 통근취업 실시","전국 9개 법무부 소년원/(서울, 부산, 대구, 광주, 전주, 청주, /안양, 춘천, 제주)","9호 및 10호 처분자 중 교과교육, /의료재활교욱 대상자를 제외한 전원/ (10세~19세)"
2018,법무부,직업훈련과,수형자 직업훈련,출소 후 재취업을 위한 직업훈련 실시/· 화성직업훈련교도소 등 34개 기관 169개 과정 실시,전국 33개 교정 시설,전국 교정시설에 수용 중 직업훈련을 /희망하는 수형자
